crop,query,response,user_country,user_geo_level2,user_geo_level3,query_year_month
maize,How can I control pests affecting my maize crop?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-11
maize,My maize leaves are turning yellow. What could be causing this?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-02
maize,How can I control pests affecting my maize crop?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2025-11
potato,What fertilizer should I use for potatoes?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-01
beans,Which fertilizer is suitable for beans?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-01
potato,What fertilizer should I use for potatoes?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-10
maize,What is the best spacing for maize in my area?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-02
potato,How can I control potato blight?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-01
tomato,How do I control pests on tomatoes?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-02
maize,How can I control pests affecting my maize crop?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-03
maize,How can I control pests affecting my maize crop?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2025-10
beans,Which fertilizer is suitable for beans?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2025-10
tomato,How do I control pests on tomatoes?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-01
potato,My potato leaves are curling. What is the problem?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2025-11
tomato,What fertilizer is good for tomatoes?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2025-12
maize,When should I apply fertilizer to maize?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-03
potato,How can I control potato blight?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-12
potato,What fertilizer should I use for potatoes?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-03
beans,My beans have spots on the leaves. What should I do?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-05
beans,What pests commonly affect beans?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-04
tomato,How do I control pests on tomatoes?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-03
tomato,My tomato plants have yellow leaves. What should I check?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-04
maize,How can I control pests affecting my maize crop?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2025-11
beans,Which fertilizer is suitable for beans?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-04
maize,What is the best spacing for maize in my area?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-02
potato,What fertilizer should I use for potatoes?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-04
maize,What is the best spacing for maize in my area?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-04
beans,Which fertilizer is suitable for beans?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-03
tomato,Why are my tomato fruits cracking?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2025-11
tomato,How do I control pests on tomatoes?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-10
maize,When should I apply fertilizer to maize?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-04
tomato,My tomato plants have yellow leaves. What should I check?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-02
potato,How can I control potato blight?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-05
maize,What is the best spacing for maize in my area?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-02
potato,My potato leaves are curling. What is the problem?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-10
beans,What pests commonly affect beans?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-03
potato,How can I control potato blight?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-05
maize,My maize leaves are turning yellow. What could be causing this?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-03
tomato,My tomato plants have yellow leaves. What should I check?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-03
maize,My maize leaves are turning yellow. What could be causing this?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2025-10
maize,When should I apply fertilizer to maize?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-05
potato,What fertilizer should I use for potatoes?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-02
maize,How can I control pests affecting my maize crop?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-04
maize,When should I apply fertilizer to maize?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-02
maize,What is the best spacing for maize in my area?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2025-12
beans,Which fertilizer is suitable for beans?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-05
tomato,How do I control pests on tomatoes?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-01
maize,When should I apply fertilizer to maize?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-04
potato,When is the best time to plant potatoes?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-03
potato,My potato leaves are curling. What is the problem?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-01
maize,My maize leaves are turning yellow. What could be causing this?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2025-11
maize,My maize leaves are turning yellow. What could be causing this?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2025-10
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2025-11
potato,How can I control potato blight?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-01
beans,My beans have spots on the leaves. What should I do?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2025-11
potato,How can I control potato blight?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-12
potato,My potato leaves are curling. What is the problem?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-04
potato,When is the best time to plant potatoes?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-04
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-05
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-03
maize,When should I apply fertilizer to maize?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2025-12
beans,Which fertilizer is suitable for beans?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2025-11
potato,When is the best time to plant potatoes?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2025-10
maize,How can I control pests affecting my maize crop?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-04
beans,Which fertilizer is suitable for beans?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2025-10
tomato,How do I control pests on tomatoes?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2025-12
beans,What pests commonly affect beans?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-03
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-02
maize,How can I control pests affecting my maize crop?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-03
potato,How can I control potato blight?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-11
beans,My beans have spots on the leaves. What should I do?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-02
beans,What pests commonly affect beans?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-02
maize,How can I control pests affecting my maize crop?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-05
potato,How can I control potato blight?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-10
beans,What pests commonly affect beans?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-05
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-11
tomato,Why are my tomato fruits cracking?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-04
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-11
maize,How can I control pests affecting my maize crop?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-04
beans,What pests commonly affect beans?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-02
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-03
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-01
potato,How can I control potato blight?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2025-11
tomato,Why are my tomato fruits cracking?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2025-10
maize,My maize leaves are turning yellow. What could be causing this?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-05
tomato,What fertilizer is good for tomatoes?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2025-10
tomato,How do I control pests on tomatoes?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-04
potato,What fertilizer should I use for potatoes?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-01
potato,What fertilizer should I use for potatoes?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2025-11
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2025-10
maize,How can I control pests affecting my maize crop?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-11
beans,My beans have spots on the leaves. What should I do?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2025-11
potato,When is the best time to plant potatoes?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2025-11
tomato,How do I control pests on tomatoes?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2025-11
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-01
beans,What pests commonly affect beans?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-03
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-03
tomato,My tomato plants have yellow leaves. What should I check?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-05
potato,When is the best time to plant potatoes?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-12
potato,My potato leaves are curling. What is the problem?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2025-11
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-04
maize,What is the best spacing for maize in my area?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-12
beans,How often should I water beans?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-03
potato,How can I control potato blight?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-03
maize,How can I control pests affecting my maize crop?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2026-04
beans,What pests commonly affect beans?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2025-10
beans,My beans have spots on the leaves. What should I do?,Demo response for agricultural advisory use.,Kenya,Nakuru,Demo,2025-11
potato,How can I control potato blight?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-01
tomato,Why are my tomato fruits cracking?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2026-01
potato,My potato leaves are curling. What is the problem?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-01
tomato,How do I control pests on tomatoes?,Demo response for agricultural advisory use.,Kenya,Nairobi,Demo,2026-04
tomato,What fertilizer is good for tomatoes?,Demo response for agricultural advisory use.,Kenya,Kiambu,Demo,2025-12
beans,What pests commonly affect beans?,Demo response for agricultural advisory use.,Kenya,Uasin Gishu,Demo,2026-01
